InvoiceNo,Description,Quantity,UnitPrice,InvoiceDate,Country,CustomerID
360209,Portable SSD,6,99.99,2022-04-20 13:00:00,Germany,16545
200722,Webcam HD,1,39.99,2023-06-30 19:00:00,Belgium,68761
434870,Bluetooth Speaker,4,45.0,2024-02-26 13:00:00,Spain,75269
744629,Portable SSD,4,99.99,2023-07-05 01:00:00,Italy,49731
104229,Noise Cancelling Headphones,6,120.0,2023-03-01 23:00:00,United Kingdom,94363
489133,Portable SSD,3,99.99,2024-11-09 22:00:00,Germany,68638
223964,Bluetooth Speaker,7,45.0,2024-03-10 23:00:00,Germany,94471
247313,Wireless Mouse,1,15.99,2024-10-25 14:00:00,Germany,48909
442959,Noise Cancelling Headphones,4,120.0,2022-11-24 01:00:00,France,94623
761039,Mechanical Keyboard,5,85.0,2023-09-04 13:00:00,Belgium,99213
427418,Mechanical Keyboard,6,85.0,2023-01-18 07:00:00,Netherlands,19851
719978,Portable SSD,9,99.99,2022-09-07 12:00:00,Belgium,96700
391161,Laptop Stand,5,30.0,2023-09-08 02:00:00,Italy,43170
232247,Webcam HD,5,39.99,2022-01-03 09:00:00,Germany,39534
903093,USB-C Cable,9,7.99,2022-08-06 02:00:00,Italy,57451
820189,Wireless Mouse,5,15.99,2024-07-16 07:00:00,Spain,20873
518068,Wireless Mouse,1,15.99,2023-02-20 11:00:00,Netherlands,83318
570763,Noise Cancelling Headphones,6,120.0,2023-03-06 11:00:00,France,36189
937758,Wireless Mouse,4,15.99,2023-07-26 23:00:00,France,61675
226984,LED Monitor,6,150.0,2022-06-07 07:00:00,Netherlands,38803
447243,Smartwatch,5,199.99,2024-03-11 06:00:00,Spain,88250
801805,LED Monitor,2,150.0,2023-02-05 17:00:00,Netherlands,54479
803203,Bluetooth Speaker,5,45.0,2022-11-25 14:00:00,Belgium,73531
134937,Wireless Mouse,10,15.99,2023-10-19 06:00:00,Netherlands,19387
152996,USB-C Cable,9,7.99,2023-06-04 00:00:00,United Kingdom,24991
899379,USB-C Cable,7,7.99,2024-02-20 02:00:00,France,41828
667754,Noise Cancelling Headphones,1,120.0,2024-04-23 20:00:00,Netherlands,65104
861594,LED Monitor,2,150.0,2022-01-04 16:00:00,Germany,58842
847346,Noise Cancelling Headphones,2,120.0,2023-09-13 21:00:00,Belgium,23450
687462,Portable SSD,7,99.99,2024-08-25 16:00:00,Italy,19183
161503,Webcam HD,3,39.99,2023-05-25 14:00:00,Belgium,82443
240772,Webcam HD,10,39.99,2022-07-04 23:00:00,Germany,73390
518508,Portable SSD,7,99.99,2024-01-19 01:00:00,France,32580
850447,Smartwatch,8,199.99,2023-10-20 17:00:00,Germany,22706
303336,Laptop Stand,5,30.0,2022-01-05 23:00:00,France,44583
757481,Webcam HD,9,39.99,2023-06-23 03:00:00,Italy,21804
366924,USB-C Cable,6,7.99,2023-08-19 16:00:00,Italy,24168
330505,Portable SSD,3,99.99,2024-11-23 14:00:00,Netherlands,68255
244490,Smartwatch,6,199.99,2022-02-12 16:00:00,Netherlands,45285
482032,LED Monitor,4,150.0,2022-02-10 15:00:00,Spain,57399
608294,Noise Cancelling Headphones,8,120.0,2022-03-12 12:00:00,Spain,41208
807999,Noise Cancelling Headphones,3,120.0,2023-11-19 18:00:00,Spain,70669
310969,Noise Cancelling Headphones,1,120.0,2024-12-01 16:00:00,United Kingdom,20018
480698,Webcam HD,7,39.99,2024-10-07 00:00:00,Germany,65346
724168,Laptop Stand,5,30.0,2024-12-05 22:00:00,Italy,49236
105975,Webcam HD,4,39.99,2024-10-27 02:00:00,Belgium,98001
875604,Portable SSD,10,99.99,2024-04-28 15:00:00,Germany,70717
684764,USB-C Cable,7,7.99,2023-01-22 08:00:00,France,77213
114922,Smartwatch,1,199.99,2023-02-17 07:00:00,Belgium,96433
969102,Portable SSD,5,99.99,2022-01-03 22:00:00,Germany,40989
542112,Webcam HD,1,39.99,2023-11-04 18:00:00,Netherlands,74767
283071,Noise Cancelling Headphones,6,120.0,2024-10-04 05:00:00,Netherlands,95354
601522,Smartwatch,2,199.99,2022-03-09 04:00:00,Spain,66493
968299,Noise Cancelling Headphones,3,120.0,2023-05-16 11:00:00,Netherlands,30601
727372,Wireless Mouse,4,15.99,2024-08-03 11:00:00,Germany,33962
837485,Laptop Stand,7,30.0,2024-01-11 09:00:00,France,71889
711947,Wireless Mouse,5,15.99,2024-07-25 14:00:00,United Kingdom,40829
730453,Smartwatch,10,199.99,2022-02-14 21:00:00,Belgium,14354
169754,Portable SSD,2,99.99,2023-11-20 11:00:00,Belgium,61248
424249,Portable SSD,7,99.99,2022-03-13 03:00:00,Netherlands,81447
957666,USB-C Cable,9,7.99,2023-12-30 00:00:00,Spain,92133
463697,Mechanical Keyboard,4,85.0,2022-05-14 04:00:00,France,29736
514385,Bluetooth Speaker,3,45.0,2024-03-17 23:00:00,France,36428
485136,USB-C Cable,2,7.99,2022-09-06 18:00:00,France,74843
210381,Noise Cancelling Headphones,5,120.0,2022-04-09 03:00:00,Spain,86915
303621,Smartwatch,5,199.99,2022-01-07 05:00:00,Belgium,11690
228377,Mechanical Keyboard,8,85.0,2022-01-25 16:00:00,Netherlands,49022
222532,USB-C Cable,9,7.99,2022-03-06 13:00:00,Netherlands,97612
693649,Mechanical Keyboard,8,85.0,2022-04-16 07:00:00,Italy,57330
329062,Bluetooth Speaker,4,45.0,2023-04-16 13:00:00,Netherlands,18319
589032,Wireless Mouse,9,15.99,2022-02-01 01:00:00,Italy,81295
700675,Noise Cancelling Headphones,4,120.0,2022-03-21 17:00:00,Italy,23886
558320,Bluetooth Speaker,5,45.0,2022-01-26 21:00:00,Netherlands,25009
166291,Laptop Stand,4,30.0,2024-02-09 07:00:00,Netherlands,17072
246254,Wireless Mouse,6,15.99,2024-08-21 09:00:00,Netherlands,95868
565679,Mechanical Keyboard,8,85.0,2023-01-12 02:00:00,United Kingdom,82563
161046,Noise Cancelling Headphones,9,120.0,2022-05-06 02:00:00,Spain,37404
880463,Bluetooth Speaker,10,45.0,2023-12-08 05:00:00,Italy,90732
970461,Smartwatch,4,199.99,2023-08-02 11:00:00,Italy,33284
725105,Webcam HD,6,39.99,2022-11-03 07:00:00,United Kingdom,82973
189807,Wireless Mouse,1,15.99,2024-09-01 11:00:00,Netherlands,92347
330970,Noise Cancelling Headphones,9,120.0,2023-03-11 17:00:00,Italy,49650
823299,Portable SSD,1,99.99,2024-01-15 07:00:00,Belgium,61654
127900,USB-C Cable,4,7.99,2024-09-22 05:00:00,Spain,26945
387956,USB-C Cable,3,7.99,2023-01-01 04:00:00,Germany,14373
885284,Webcam HD,10,39.99,2022-06-24 19:00:00,Italy,41407
149899,Smartwatch,2,199.99,2023-08-30 03:00:00,Germany,13446
810812,USB-C Cable,7,7.99,2023-05-21 03:00:00,Belgium,81408
435646,Bluetooth Speaker,2,45.0,2023-04-12 21:00:00,Netherlands,49329
162968,Bluetooth Speaker,10,45.0,2023-05-27 10:00:00,Netherlands,42857
993493,Webcam HD,4,39.99,2024-04-10 06:00:00,Belgium,62344
875661,Bluetooth Speaker,5,45.0,2023-10-12 10:00:00,Belgium,68837
477411,Smartwatch,9,199.99,2024-09-24 00:00:00,Germany,83224
902165,LED Monitor,10,150.0,2023-10-18 13:00:00,United Kingdom,76193
424952,LED Monitor,3,150.0,2024-08-07 02:00:00,United Kingdom,43131
753225,Portable SSD,3,99.99,2022-03-16 16:00:00,Belgium,95972
985790,USB-C Cable,2,7.99,2023-07-09 02:00:00,Belgium,88456
437368,Webcam HD,2,39.99,2023-10-03 17:00:00,France,71289
903458,USB-C Cable,7,7.99,2023-02-04 15:00:00,Belgium,11473
930391,Smartwatch,3,199.99,2024-06-08 09:00:00,France,43767
451773,Laptop Stand,1,30.0,2022-10-10 15:00:00,Germany,88337
295873,Portable SSD,3,99.99,2024-09-01 20:00:00,France,33242
161676,Portable SSD,3,99.99,2022-03-29 08:00:00,Germany,69411
745088,Webcam HD,1,39.99,2022-03-03 12:00:00,United Kingdom,70456
411494,Noise Cancelling Headphones,9,120.0,2023-09-23 09:00:00,Italy,22366
976896,Noise Cancelling Headphones,7,120.0,2023-07-03 09:00:00,France,91667
285859,USB-C Cable,9,7.99,2022-10-15 09:00:00,Spain,46332
606587,Wireless Mouse,2,15.99,2023-12-19 16:00:00,United Kingdom,68605
881687,Bluetooth Speaker,9,45.0,2023-10-19 17:00:00,United Kingdom,72690
102994,Noise Cancelling Headphones,6,120.0,2024-11-18 17:00:00,France,96209
807394,USB-C Cable,1,7.99,2024-03-07 00:00:00,Italy,76511
254948,Noise Cancelling Headphones,4,120.0,2024-01-08 19:00:00,Spain,13771
291050,Laptop Stand,10,30.0,2022-03-23 08:00:00,France,80545
861677,Smartwatch,9,199.99,2022-02-23 22:00:00,United Kingdom,49413
516886,Wireless Mouse,10,15.99,2022-09-06 14:00:00,United Kingdom,23024
442542,Wireless Mouse,10,15.99,2024-11-15 18:00:00,France,57079
801602,Webcam HD,8,39.99,2023-12-24 06:00:00,Spain,62230
620893,Webcam HD,10,39.99,2024-07-13 15:00:00,Netherlands,52216
801345,Laptop Stand,9,30.0,2024-01-20 02:00:00,United Kingdom,31583
311867,Wireless Mouse,7,15.99,2023-12-12 15:00:00,Germany,72297
251455,USB-C Cable,8,7.99,2023-08-26 20:00:00,Netherlands,43404
573334,Noise Cancelling Headphones,2,120.0,2024-03-17 00:00:00,France,82372
626957,Smartwatch,3,199.99,2022-10-11 16:00:00,Germany,76376
253361,Noise Cancelling Headphones,7,120.0,2023-07-16 22:00:00,Spain,91275
879027,USB-C Cable,6,7.99,2023-04-02 10:00:00,Netherlands,29295
965062,Bluetooth Speaker,9,45.0,2024-08-14 02:00:00,Belgium,48029
607437,Smartwatch,10,199.99,2023-02-03 00:00:00,Netherlands,59077
711269,Noise Cancelling Headphones,3,120.0,2024-02-25 05:00:00,Belgium,28685
438656,Wireless Mouse,10,15.99,2024-08-26 08:00:00,United Kingdom,96110
531675,USB-C Cable,5,7.99,2022-08-09 10:00:00,Spain,74210
954504,Bluetooth Speaker,5,45.0,2023-03-06 22:00:00,Spain,63876
919624,Bluetooth Speaker,10,45.0,2022-12-02 23:00:00,Belgium,41464
350948,USB-C Cable,10,7.99,2022-07-08 05:00:00,France,91931
130404,Laptop Stand,4,30.0,2022-08-09 08:00:00,Belgium,14812
391223,Portable SSD,5,99.99,2024-05-18 06:00:00,Belgium,92093
976008,Portable SSD,6,99.99,2023-03-03 20:00:00,Spain,93575
322005,USB-C Cable,10,7.99,2023-09-24 18:00:00,Spain,69757
956343,USB-C Cable,1,7.99,2022-07-03 16:00:00,United Kingdom,81627
407485,LED Monitor,8,150.0,2022-07-03 22:00:00,Belgium,44596
242911,Wireless Mouse,1,15.99,2022-07-31 04:00:00,Italy,66372
532348,Wireless Mouse,9,15.99,2024-09-06 17:00:00,Belgium,63767
793771,Noise Cancelling Headphones,1,120.0,2024-01-10 22:00:00,Germany,14686
881734,Wireless Mouse,6,15.99,2024-05-12 02:00:00,France,31601
695645,LED Monitor,3,150.0,2023-05-16 04:00:00,Netherlands,96538
366523,Portable SSD,2,99.99,2024-04-09 20:00:00,France,14132
888081,Portable SSD,2,99.99,2024-07-09 23:00:00,Germany,57379
263323,Smartwatch,4,199.99,2023-12-10 22:00:00,Germany,69205
820880,Wireless Mouse,1,15.99,2024-08-29 13:00:00,Netherlands,34436
258904,USB-C Cable,3,7.99,2024-09-23 23:00:00,Belgium,74199
715427,Wireless Mouse,1,15.99,2024-06-06 07:00:00,Germany,82628
179243,LED Monitor,8,150.0,2022-07-15 04:00:00,Germany,49912
561569,Portable SSD,10,99.99,2022-07-30 11:00:00,Belgium,56834
969722,USB-C Cable,8,7.99,2024-12-28 09:00:00,United Kingdom,27141
955266,Webcam HD,2,39.99,2022-06-03 14:00:00,Spain,34919
576224,Wireless Mouse,9,15.99,2023-08-11 00:00:00,Spain,56732
913439,Smartwatch,2,199.99,2022-12-23 19:00:00,Italy,85218
199189,Smartwatch,8,199.99,2024-03-22 10:00:00,United Kingdom,52868
672633,Webcam HD,10,39.99,2023-01-08 23:00:00,United Kingdom,97616
516830,Smartwatch,4,199.99,2024-03-08 20:00:00,Netherlands,23578
695343,LED Monitor,10,150.0,2022-01-10 16:00:00,Netherlands,81149
907840,Wireless Mouse,5,15.99,2024-12-25 10:00:00,United Kingdom,31070
311979,Mechanical Keyboard,9,85.0,2024-08-28 02:00:00,United Kingdom,13024
952869,Webcam HD,10,39.99,2023-08-28 12:00:00,Germany,64788
521089,Laptop Stand,7,30.0,2024-02-23 06:00:00,Italy,89713
283291,Wireless Mouse,8,15.99,2022-06-13 21:00:00,United Kingdom,13056
679787,Portable SSD,9,99.99,2023-04-24 18:00:00,Belgium,62097
240818,Bluetooth Speaker,2,45.0,2023-02-28 06:00:00,Belgium,69666
830640,Mechanical Keyboard,7,85.0,2023-09-21 14:00:00,Spain,34818
275738,Noise Cancelling Headphones,10,120.0,2022-12-11 20:00:00,Belgium,75272
417271,Portable SSD,8,99.99,2023-04-16 15:00:00,Italy,96928
505209,LED Monitor,5,150.0,2022-05-19 18:00:00,Italy,82202
495511,Noise Cancelling Headphones,2,120.0,2024-02-08 21:00:00,Belgium,27542
460057,USB-C Cable,3,7.99,2023-06-16 08:00:00,Belgium,75677
948805,Smartwatch,5,199.99,2023-03-16 03:00:00,Netherlands,86056
375541,LED Monitor,5,150.0,2023-08-23 11:00:00,Belgium,61583
960810,Noise Cancelling Headphones,3,120.0,2022-08-25 21:00:00,Belgium,65044
179365,USB-C Cable,4,7.99,2023-06-11 10:00:00,Germany,94646
398847,Laptop Stand,7,30.0,2022-09-14 11:00:00,Germany,45559
178970,Smartwatch,9,199.99,2024-02-11 16:00:00,Netherlands,65144
290767,Bluetooth Speaker,9,45.0,2023-04-10 20:00:00,Netherlands,83890
344674,USB-C Cable,9,7.99,2023-02-22 03:00:00,Italy,25965
316267,Portable SSD,10,99.99,2024-11-03 07:00:00,Germany,77257
525155,Webcam HD,2,39.99,2024-06-10 04:00:00,Italy,55023
260926,Webcam HD,3,39.99,2023-02-28 16:00:00,Germany,12519
173624,Mechanical Keyboard,2,85.0,2023-11-23 06:00:00,France,79638
343161,Webcam HD,10,39.99,2022-05-10 07:00:00,Italy,29493
341310,LED Monitor,2,150.0,2024-08-11 14:00:00,Italy,67163
641548,USB-C Cable,10,7.99,2022-03-20 08:00:00,Germany,47599
967715,Portable SSD,10,99.99,2022-02-12 19:00:00,Italy,42096
277976,Laptop Stand,1,30.0,2023-09-29 22:00:00,Italy,40700
808825,Noise Cancelling Headphones,7,120.0,2022-03-20 16:00:00,Germany,84849
631163,Mechanical Keyboard,6,85.0,2022-09-13 17:00:00,Germany,83133
484950,Mechanical Keyboard,7,85.0,2022-08-25 17:00:00,United Kingdom,40584
991319,Bluetooth Speaker,4,45.0,2024-02-09 21:00:00,United Kingdom,17001
958478,Smartwatch,5,199.99,2023-05-15 23:00:00,Netherlands,81315
355229,Webcam HD,6,39.99,2022-06-18 05:00:00,France,64216
529175,LED Monitor,5,150.0,2023-10-03 19:00:00,Italy,93889
362125,Smartwatch,10,199.99,2024-06-27 13:00:00,Germany,42810
102893,Bluetooth Speaker,6,45.0,2023-06-03 07:00:00,Spain,83803
102198,Portable SSD,3,99.99,2023-02-24 14:00:00,United Kingdom,16233
681004,Mechanical Keyboard,5,85.0,2023-03-10 12:00:00,Belgium,55107
360582,Portable SSD,7,99.99,2023-04-16 02:00:00,Netherlands,22652
812116,Wireless Mouse,2,15.99,2023-11-19 19:00:00,France,44309
280019,Noise Cancelling Headphones,9,120.0,2023-09-06 11:00:00,Germany,61227
121663,USB-C Cable,2,7.99,2023-07-25 09:00:00,Italy,13532
532435,Wireless Mouse,8,15.99,2023-12-26 07:00:00,United Kingdom,52360
152351,Portable SSD,10,99.99,2023-06-29 20:00:00,Germany,94810
802390,USB-C Cable,6,7.99,2022-10-23 07:00:00,Germany,63157
542081,Bluetooth Speaker,7,45.0,2023-01-31 11:00:00,Netherlands,73179
567583,Noise Cancelling Headphones,6,120.0,2024-06-03 05:00:00,Belgium,44175
795377,Mechanical Keyboard,8,85.0,2023-12-16 09:00:00,Italy,49470
141357,LED Monitor,1,150.0,2024-12-02 06:00:00,United Kingdom,99661
364345,Noise Cancelling Headphones,8,120.0,2024-09-10 19:00:00,Belgium,69635
805543,USB-C Cable,5,7.99,2024-02-26 15:00:00,Spain,40034
965133,Wireless Mouse,5,15.99,2022-07-28 16:00:00,Italy,75275
558479,Smartwatch,5,199.99,2024-01-23 04:00:00,Italy,46604
515303,Smartwatch,5,199.99,2022-02-02 14:00:00,France,53844
907015,Wireless Mouse,2,15.99,2023-01-31 14:00:00,Germany,27116
207309,Noise Cancelling Headphones,4,120.0,2022-05-20 14:00:00,Italy,20219
954009,Mechanical Keyboard,4,85.0,2023-08-23 11:00:00,United Kingdom,75142
782102,Smartwatch,9,199.99,2024-02-27 12:00:00,Germany,28125
430573,USB-C Cable,4,7.99,2024-12-04 18:00:00,France,21395
219820,Portable SSD,1,99.99,2023-01-07 13:00:00,Netherlands,48540
157114,Mechanical Keyboard,2,85.0,2023-09-06 21:00:00,Belgium,97503
475415,USB-C Cable,10,7.99,2023-06-18 06:00:00,Spain,53724
649014,Webcam HD,3,39.99,2023-06-20 21:00:00,United Kingdom,86290
434797,Mechanical Keyboard,6,85.0,2023-12-23 09:00:00,Spain,26508
197766,Mechanical Keyboard,6,85.0,2022-06-23 19:00:00,Netherlands,84732
248606,Portable SSD,6,99.99,2024-12-24 03:00:00,Italy,76139
244828,USB-C Cable,9,7.99,2022-05-24 01:00:00,Italy,12982
104495,Wireless Mouse,5,15.99,2024-10-07 07:00:00,United Kingdom,54676
286374,Portable SSD,3,99.99,2024-09-26 05:00:00,Italy,41588
500797,Bluetooth Speaker,10,45.0,2023-11-22 03:00:00,Belgium,14737
419239,Smartwatch,9,199.99,2024-12-28 00:00:00,Spain,64253
456109,USB-C Cable,9,7.99,2023-09-25 08:00:00,Spain,42880
212495,USB-C Cable,5,7.99,2023-05-08 20:00:00,Italy,53659
257848,Smartwatch,4,199.99,2023-06-29 18:00:00,Netherlands,16092
364045,Portable SSD,5,99.99,2024-02-21 11:00:00,France,48569
869882,Wireless Mouse,6,15.99,2022-06-04 05:00:00,Spain,97555
449669,Portable SSD,8,99.99,2024-11-26 16:00:00,France,46982
425499,Noise Cancelling Headphones,8,120.0,2022-04-11 22:00:00,United Kingdom,36833
171600,USB-C Cable,3,7.99,2024-03-19 12:00:00,United Kingdom,46557
921143,Smartwatch,3,199.99,2022-01-09 16:00:00,France,33440
311143,Laptop Stand,2,30.0,2022-02-13 14:00:00,Netherlands,60114
738251,Wireless Mouse,3,15.99,2024-07-23 19:00:00,Spain,67605
880503,LED Monitor,4,150.0,2022-01-07 22:00:00,Belgium,25820
425194,Webcam HD,10,39.99,2022-08-28 07:00:00,United Kingdom,82130
869050,Mechanical Keyboard,2,85.0,2022-05-14 11:00:00,Italy,22074
879866,USB-C Cable,2,7.99,2024-03-01 01:00:00,Netherlands,12643
995481,USB-C Cable,3,7.99,2024-12-29 09:00:00,Netherlands,61244
440346,Wireless Mouse,5,15.99,2023-12-27 08:00:00,France,72670
455909,Mechanical Keyboard,9,85.0,2024-08-15 03:00:00,United Kingdom,21114
541154,LED Monitor,5,150.0,2023-09-24 12:00:00,Spain,24228
418375,USB-C Cable,5,7.99,2024-08-04 01:00:00,Netherlands,97116
749259,Webcam HD,6,39.99,2022-06-19 20:00:00,United Kingdom,73712
647349,Smartwatch,5,199.99,2024-10-31 01:00:00,Belgium,43725
329029,Smartwatch,9,199.99,2024-06-29 14:00:00,Belgium,55838
387294,Mechanical Keyboard,7,85.0,2023-08-12 09:00:00,Italy,22934
956741,Laptop Stand,10,30.0,2023-02-01 19:00:00,France,98113
330474,Laptop Stand,3,30.0,2024-02-07 13:00:00,Spain,61377
280650,Wireless Mouse,1,15.99,2022-03-26 16:00:00,United Kingdom,21558
323286,LED Monitor,8,150.0,2022-04-08 19:00:00,France,93653
996589,Laptop Stand,5,30.0,2023-11-19 02:00:00,United Kingdom,91683
980351,Bluetooth Speaker,1,45.0,2024-09-17 05:00:00,Italy,41597
736244,Webcam HD,1,39.99,2023-05-12 05:00:00,Italy,54360
791267,USB-C Cable,2,7.99,2023-03-06 15:00:00,Belgium,34546
297181,Mechanical Keyboard,2,85.0,2022-04-25 14:00:00,United Kingdom,76179
984303,USB-C Cable,6,7.99,2023-03-16 20:00:00,Italy,23641
109955,Noise Cancelling Headphones,9,120.0,2023-08-05 15:00:00,Italy,36399
129307,Smartwatch,7,199.99,2023-08-01 04:00:00,France,71681
165640,Portable SSD,6,99.99,2022-11-27 23:00:00,Spain,90950
460503,Bluetooth Speaker,6,45.0,2024-01-31 17:00:00,Netherlands,51011
964802,Noise Cancelling Headphones,2,120.0,2024-01-13 02:00:00,Germany,29345
925111,Smartwatch,8,199.99,2022-12-20 07:00:00,Italy,28728
391927,LED Monitor,8,150.0,2024-08-13 00:00:00,Italy,32577
128947,Wireless Mouse,6,15.99,2024-01-24 01:00:00,Italy,61583
924321,Bluetooth Speaker,10,45.0,2023-03-07 15:00:00,United Kingdom,27003
819155,Portable SSD,4,99.99,2022-05-09 18:00:00,Netherlands,28737
381351,Bluetooth Speaker,9,45.0,2024-05-06 04:00:00,Netherlands,95355
407592,Bluetooth Speaker,9,45.0,2023-10-08 17:00:00,Spain,78104
421696,Webcam HD,9,39.99,2022-05-21 19:00:00,Netherlands,46429
986990,Smartwatch,6,199.99,2022-12-15 10:00:00,Spain,77084
737096,Bluetooth Speaker,1,45.0,2022-11-26 14:00:00,France,30478
282205,Noise Cancelling Headphones,2,120.0,2024-12-09 16:00:00,Belgium,68604
836085,Mechanical Keyboard,4,85.0,2024-10-11 22:00:00,Belgium,55445
931548,Bluetooth Speaker,6,45.0,2023-06-06 13:00:00,United Kingdom,73960
830676,Wireless Mouse,9,15.99,2024-12-26 20:00:00,United Kingdom,11512
207401,Laptop Stand,4,30.0,2023-05-06 17:00:00,Italy,33592
703024,USB-C Cable,7,7.99,2024-12-13 23:00:00,Netherlands,72387
307085,Webcam HD,2,39.99,2022-05-20 17:00:00,Belgium,66987
373027,Wireless Mouse,1,15.99,2023-08-26 13:00:00,Germany,89447
551803,Portable SSD,6,99.99,2022-04-30 12:00:00,Italy,68607
555859,Portable SSD,7,99.99,2022-12-29 11:00:00,Germany,56715
845333,Mechanical Keyboard,10,85.0,2024-06-03 11:00:00,United Kingdom,46581
788582,Bluetooth Speaker,8,45.0,2023-03-11 20:00:00,Spain,50978
438962,Wireless Mouse,3,15.99,2023-07-10 07:00:00,Netherlands,79896
770948,LED Monitor,9,150.0,2023-02-15 21:00:00,Netherlands,29998
604059,Laptop Stand,5,30.0,2023-12-27 20:00:00,Spain,99580
119484,Wireless Mouse,1,15.99,2022-02-15 22:00:00,France,49514
792616,Noise Cancelling Headphones,1,120.0,2024-01-13 14:00:00,Belgium,29709
410995,Bluetooth Speaker,8,45.0,2023-03-11 02:00:00,United Kingdom,49407
690183,Webcam HD,6,39.99,2023-07-15 14:00:00,United Kingdom,51516
561092,USB-C Cable,1,7.99,2023-12-07 18:00:00,Belgium,98956
985517,Webcam HD,1,39.99,2024-03-16 01:00:00,France,89122
280419,Portable SSD,5,99.99,2023-11-21 06:00:00,Italy,13051
276351,Noise Cancelling Headphones,5,120.0,2022-01-29 03:00:00,Spain,93881
632202,USB-C Cable,6,7.99,2023-09-13 07:00:00,Italy,27565
820582,Smartwatch,10,199.99,2024-06-19 14:00:00,United Kingdom,70494
957580,Smartwatch,7,199.99,2023-10-13 04:00:00,United Kingdom,69691
938918,LED Monitor,9,150.0,2022-02-13 11:00:00,Italy,13341
536117,Wireless Mouse,3,15.99,2024-10-05 04:00:00,Netherlands,23885
356783,Smartwatch,5,199.99,2023-03-21 19:00:00,Italy,92910
390021,Bluetooth Speaker,5,45.0,2022-05-14 07:00:00,United Kingdom,32871
861550,Smartwatch,3,199.99,2022-10-04 01:00:00,Netherlands,15272
434766,LED Monitor,1,150.0,2022-05-10 02:00:00,Netherlands,58661
510469,Smartwatch,9,199.99,2023-04-18 12:00:00,France,20009
850469,LED Monitor,6,150.0,2022-07-19 18:00:00,France,97242
270596,Noise Cancelling Headphones,6,120.0,2023-02-16 23:00:00,Belgium,95181
780168,Portable SSD,1,99.99,2023-03-24 09:00:00,Belgium,73056
786377,LED Monitor,6,150.0,2022-10-10 08:00:00,Netherlands,65189
108006,Webcam HD,4,39.99,2023-03-23 04:00:00,France,86447
945977,Noise Cancelling Headphones,3,120.0,2022-08-10 14:00:00,Spain,45433
403606,Noise Cancelling Headphones,5,120.0,2024-12-12 16:00:00,Belgium,68087
652057,Mechanical Keyboard,1,85.0,2023-10-29 20:00:00,Netherlands,88406
955542,LED Monitor,7,150.0,2022-12-01 13:00:00,Belgium,16938
991008,LED Monitor,9,150.0,2023-07-10 01:00:00,Spain,46590
650310,Laptop Stand,8,30.0,2024-11-24 01:00:00,Belgium,87807
752265,Webcam HD,4,39.99,2023-10-10 13:00:00,Netherlands,69819
173710,USB-C Cable,6,7.99,2024-03-24 21:00:00,Italy,11304
245248,LED Monitor,1,150.0,2022-06-24 19:00:00,Germany,48752
345310,Portable SSD,7,99.99,2022-12-21 21:00:00,Belgium,91369
371654,Laptop Stand,10,30.0,2024-03-13 18:00:00,Belgium,27135
550846,Wireless Mouse,1,15.99,2023-10-22 10:00:00,Germany,60791
748904,Bluetooth Speaker,6,45.0,2024-03-13 04:00:00,Italy,56306
955997,Noise Cancelling Headphones,6,120.0,2022-08-03 17:00:00,United Kingdom,91067
140404,Mechanical Keyboard,2,85.0,2023-04-14 07:00:00,United Kingdom,99889
936536,Noise Cancelling Headphones,2,120.0,2022-06-13 08:00:00,Italy,15948
738810,Bluetooth Speaker,5,45.0,2024-10-11 12:00:00,Belgium,74303
430019,Laptop Stand,5,30.0,2024-09-28 04:00:00,Netherlands,64934
842125,Smartwatch,8,199.99,2023-08-21 20:00:00,France,80323
598470,Webcam HD,6,39.99,2024-10-12 16:00:00,France,74169
221954,Wireless Mouse,3,15.99,2022-10-07 04:00:00,Spain,59565
879632,Bluetooth Speaker,5,45.0,2024-03-22 18:00:00,Belgium,36327
453569,Smartwatch,1,199.99,2024-10-07 01:00:00,Germany,36357
354917,USB-C Cable,1,7.99,2022-08-04 02:00:00,Netherlands,14527
486666,Portable SSD,8,99.99,2023-02-28 11:00:00,United Kingdom,88990
510777,Portable SSD,1,99.99,2023-02-05 12:00:00,United Kingdom,20735
690158,USB-C Cable,6,7.99,2023-10-13 13:00:00,United Kingdom,61224
204481,Webcam HD,4,39.99,2022-12-20 10:00:00,Belgium,61090
941427,LED Monitor,4,150.0,2022-02-23 01:00:00,Germany,18561
475243,Laptop Stand,6,30.0,2022-06-24 18:00:00,France,21097
379937,Laptop Stand,10,30.0,2022-04-12 09:00:00,Netherlands,14299
539561,LED Monitor,1,150.0,2024-11-23 23:00:00,Spain,35367
564949,Mechanical Keyboard,9,85.0,2022-08-13 13:00:00,Italy,29579
790721,Bluetooth Speaker,2,45.0,2022-12-12 03:00:00,Germany,28210
609244,Smartwatch,6,199.99,2024-01-01 13:00:00,Netherlands,27832
477796,Smartwatch,6,199.99,2024-08-30 06:00:00,Italy,20265
214145,Mechanical Keyboard,6,85.0,2022-08-02 23:00:00,France,92463
979629,LED Monitor,9,150.0,2023-02-04 06:00:00,Netherlands,55141
195916,Mechanical Keyboard,6,85.0,2022-11-16 06:00:00,France,29355
425106,USB-C Cable,2,7.99,2022-01-21 06:00:00,Belgium,20082
691755,Bluetooth Speaker,1,45.0,2024-07-05 14:00:00,Belgium,51128
